id,etapa,tipo,nome,componente
ef-comp-li-eixo-eixo-dimensao-intercultural,EF,eixo,Eixo dimensão intercultural,ef-comp-li
ef-comp-li-eixo-eixo-escrita,EF,eixo,Eixo escrita,ef-comp-li
ef-comp-li-eixo-eixo-leitura,EF,eixo,Eixo leitura,ef-comp-li
ef-comp-li-eixo-eixo-oralidade,EF,eixo,Eixo oralidade,ef-comp-li
ef-comp-li-oc-a-lingua-inglesa-como-lingua-global-na-sociedade-contemporanea,EF,oc,A língua inglesa como língua global na sociedade contemporânea,ef-comp-li
ef-comp-li-oc-a-lingua-inglesa-e-seu-papel-no-intercambio-cientifico-economico-e-politico,EF,oc,"A língua inglesa e seu papel no intercâmbio científico, econômico e político",ef-comp-li
ef-comp-li-oc-adjetivos-possessivos,EF,oc,Adjetivos possessivos,ef-comp-li
ef-comp-li-oc-caso-genitivo-s,EF,oc,Caso genitivo (‘s),ef-comp-li
ef-comp-li-oc-comparativos-e-superlativos,EF,oc,Comparativos e superlativos,ef-comp-li
ef-comp-li-oc-compreensao-de-textos-orais-de-cunho-descritivo-ou-narrativo,EF,oc,Compreensão de textos orais de cunho descritivo ou narrativo,ef-comp-li
ef-comp-li-oc-compreensao-de-textos-orais-multimodais-de-cunho-argumentativo,EF,oc,"Compreensão de textos orais, multimodais, de cunho argumentativo",ef-comp-li
ef-comp-li-oc-compreensao-de-textos-orais-multimodais-de-cunho-informativo-jornalistico,EF,oc,"Compreensão de textos orais, multimodais, de cunho informativo/jornalístico",ef-comp-li
ef-comp-li-oc-compreensao-geral-e-especifica-leitura-rapida-skimming-scanning,EF,oc,"Compreensão geral e específica: leitura rápida (skimming, scanning)",ef-comp-li
ef-comp-li-oc-conectores-linking-words,EF,oc,Conectores (linking words),ef-comp-li
ef-comp-li-oc-construcao-de-identidades-no-mundo-globalizado,EF,oc,Construção de identidades no mundo globalizado,ef-comp-li
ef-comp-li-oc-construcao-de-lacos-afetivos-e-convivio-social,EF,oc,Construção de laços afetivos e convívio social,ef-comp-li
ef-comp-li-oc-construcao-de-repertorio-artistico-cultural,EF,oc,Construção de repertório artístico-cultural,ef-comp-li
ef-comp-li-oc-construcao-de-repertorio-lexical,EF,oc,Construção de repertório lexical,ef-comp-li
ef-comp-li-oc-construcao-de-repertorio-lexical-e-autonomia-leitora,EF,oc,Construção de repertório lexical e autonomia leitora,ef-comp-li
ef-comp-li-oc-construcao-de-sentidos-por-meio-de-inferencias-e-reconhecimento-de-implicitos,EF,oc,Construção de sentidos por meio de inferências e reconhecimento de implícitos,ef-comp-li
ef-comp-li-oc-construcao-do-sentido-global-do-texto,EF,oc,Construção do sentido global do texto,ef-comp-li
ef-comp-li-oc-escrita-construcao-da-argumentacao,EF,oc,Escrita: construção da argumentação,ef-comp-li
ef-comp-li-oc-escrita-construcao-da-persuasao,EF,oc,Escrita: construção da persuasão,ef-comp-li
ef-comp-li-oc-escrita-organizacao-em-paragrafos-ou-topicos-com-mediacao-do-professor,EF,oc,"Escrita: organização em parágrafos ou tópicos, com mediação do professor",ef-comp-li
ef-comp-li-oc-estrategias-de-compreensao-de-textos-orais-conhecimentos-previos,EF,oc,Estratégias de compreensão de textos orais: conhecimentos prévios,ef-comp-li
ef-comp-li-oc-estrategias-de-compreensao-de-textos-orais-palavras-cognatas-e-pistas-do-contexto-discursivo,EF,oc,Estratégias de compreensão de textos orais: palavras cognatas e pistas do contexto discursivo,ef-comp-li
ef-comp-li-oc-expansao-da-lingua-inglesa-contexto-historico,EF,oc,Expansão da língua inglesa: contexto histórico,ef-comp-li
ef-comp-li-oc-formacao-de-palavras-prefixos-e-sufixos,EF,oc,Formação de palavras: prefixos e sufixos,ef-comp-li
ef-comp-li-oc-funcoes-e-usos-da-lingua-inglesa-convivencia-e-colaboracao-em-sala-de-aula,EF,oc,Funções e usos da língua inglesa: convivência e colaboração em sala de aula,ef-comp-li
ef-comp-li-oc-funcoes-e-usos-da-lingua-inglesa-em-sala-de-aula-classroom-language,EF,oc,Funções e usos da língua inglesa em sala de aula (Classroom language),ef-comp-li
ef-comp-li-oc-funcoes-e-usos-da-lingua-inglesa-persuasao,EF,oc,Funções e usos da língua inglesa: persuasão,ef-comp-li
ef-comp-li-oc-hipoteses-sobre-a-finalidade-de-um-texto,EF,oc,Hipóteses sobre a finalidade de um texto,ef-comp-li
ef-comp-li-oc-impacto-de-aspectos-culturais-na-comunicacao,EF,oc,Impacto de aspectos culturais na comunicação,ef-comp-li
ef-comp-li-oc-imperativo,EF,oc,Imperativo,ef-comp-li
ef-comp-li-oc-informacoes-em-ambientes-virtuais,EF,oc,Informações em ambientes virtuais,ef-comp-li
ef-comp-li-oc-leitura-de-textos-de-cunho-artistico-literario,EF,oc,Leitura de textos de cunho artístico/literário,ef-comp-li
ef-comp-li-oc-leitura-de-textos-digitais-para-estudo,EF,oc,Leitura de textos digitais para estudo,ef-comp-li
ef-comp-li-oc-might,EF,oc,might,ef-comp-li
ef-comp-li-oc-negociacao-de-sentidos-mal-entendidos-no-uso-da-lingua-inglesa-e-conflito-de-opinioes,EF,oc,Negociação de sentidos (mal-entendidos no uso da língua inglesa e conflito de opiniões),ef-comp-li
ef-comp-li-oc-objetivos-de-leitura,EF,oc,Objetivos de leitura,ef-comp-li
ef-comp-li-oc-oracoes-condicionais-tipos-1-e-2,EF,oc,Orações condicionais (tipos 1 e 2),ef-comp-li
ef-comp-li-oc-paises-que-tem-a-lingua-inglesa-como-lingua-materna-e-ou-oficial,EF,oc,Países que têm a língua inglesa como língua materna e/ou oficial,ef-comp-li
ef-comp-li-oc-partilha-de-leitura,EF,oc,Partilha de leitura,ef-comp-li
ef-comp-li-oc-partilha-de-leitura-com-mediacao-do-professor,EF,oc,"Partilha de leitura, com mediação do professor",ef-comp-li
ef-comp-li-oc-passado-simples-e-continuo-formas-afirmativa-negativa-e-interrogativa,EF,oc,"Passado simples e contínuo (formas afirmativa, negativa e interrogativa)",ef-comp-li
ef-comp-li-oc-planejamento-do-texto-brainstorming,EF,oc,Planejamento do texto: brainstorming,ef-comp-li
ef-comp-li-oc-planejamento-do-texto-organizacao-de-ideias,EF,oc,Planejamento do texto: organização de ideias,ef-comp-li
ef-comp-li-oc-polissemia,EF,oc,Polissemia,ef-comp-li
ef-comp-li-oc-praticas-investigativas,EF,oc,Práticas investigativas,ef-comp-li
ef-comp-li-oc-pre-escrita-planejamento-de-producao-escrita-com-mediacao-do-professor,EF,oc,"Pré-escrita: planejamento de produção escrita, com mediação do professor",ef-comp-li
ef-comp-li-oc-presenca-da-lingua-inglesa-no-cotidiano,EF,oc,Presença da língua inglesa no cotidiano,ef-comp-li
ef-comp-li-oc-presente-simples-e-continuo-formas-afirmativa-negativa-e-interrogativa,EF,oc,"Presente simples e contínuo (formas afirmativa, negativa e interrogativa)",ef-comp-li
ef-comp-li-oc-producao-de-textos-escritos-com-mediacao-do-professor-colegas,EF,oc,Produção de textos escritos com mediação do professor/colegas,ef-comp-li
ef-comp-li-oc-producao-de-textos-escritos-em-formatos-diversos-com-a-mediacao-do-professor,EF,oc,"Produção de textos escritos, em formatos diversos, com a mediação do professor",ef-comp-li
ef-comp-li-oc-producao-de-textos-escritos-em-formatos-diversos-com-mediacao-do-professor,EF,oc,"Produção de textos escritos, em formatos diversos, com mediação do professor",ef-comp-li
ef-comp-li-oc-producao-de-textos-orais-com-a-mediacao-do-professor,EF,oc,"Produção de textos orais, com a mediação do professor",ef-comp-li
ef-comp-li-oc-producao-de-textos-orais-com-autonomia,EF,oc,Produção de textos orais com autonomia,ef-comp-li
ef-comp-li-oc-producao-de-textos-orais-com-mediacao-do-professor,EF,oc,"Produção de textos orais, com mediação do professor",ef-comp-li
ef-comp-li-oc-pronomes-do-caso-reto-e-do-caso-obliquo,EF,oc,Pronomes do caso reto e do caso oblíquo,ef-comp-li
ef-comp-li-oc-pronomes-relativos,EF,oc,Pronomes relativos,ef-comp-li
ef-comp-li-oc-pronuncia,EF,oc,Pronúncia,ef-comp-li
ef-comp-li-oc-quantificadores,EF,oc,Quantificadores,ef-comp-li
ef-comp-li-oc-recursos-de-argumentacao,EF,oc,Recursos de argumentação,ef-comp-li
ef-comp-li-oc-recursos-de-persuasao,EF,oc,Recursos de persuasão,ef-comp-li
ef-comp-li-oc-reflexao-pos-leitura,EF,oc,Reflexão pós-leitura,ef-comp-li
ef-comp-li-oc-revisao-de-textos-com-a-mediacao-do-professor,EF,oc,Revisão de textos com a mediação do professor,ef-comp-li
ef-comp-li-oc-usos-de-linguagem-em-meio-digital-internetes,EF,oc,Usos de linguagem em meio digital: “internetês”,ef-comp-li
ef-comp-li-oc-usos-de-recursos-linguisticos-e-paralinguisticos-no-intercambio-oral,EF,oc,Usos de recursos linguísticos e paralinguísticos no intercâmbio oral,ef-comp-li
ef-comp-li-oc-variacao-linguistica,EF,oc,Variação linguística,ef-comp-li
ef-comp-li-oc-verbo-modal-can-presente-e-passado,EF,oc,Verbo modal can (presente e passado),ef-comp-li
ef-comp-li-oc-verbos-modais-should-must-have-to-may-e,EF,oc,"Verbos modais: should, must, have to, may e",ef-comp-li
ef-comp-li-oc-verbos-para-indicar-o-futuro,EF,oc,Verbos para indicar o futuro,ef-comp-li
ef-comp-li-ut-a-lingua-inglesa-no-cotidiano-da-sociedade-brasileira-comunidade,EF,ut,A língua inglesa no cotidiano da sociedade brasileira/comunidade,ef-comp-li
ef-comp-li-ut-a-lingua-inglesa-no-mundo,EF,ut,A língua inglesa no mundo,ef-comp-li
ef-comp-li-ut-atitudes-e-disposicoes-favoraveis-do-leitor,EF,ut,Atitudes e disposições favoráveis do leitor,ef-comp-li
ef-comp-li-ut-avaliacao-dos-textos-lidos,EF,ut,Avaliação dos textos lidos,ef-comp-li
ef-comp-li-ut-compreensao-oral,EF,ut,Compreensão oral,ef-comp-li
ef-comp-li-ut-comunicacao-intercultural,EF,ut,Comunicação intercultural,ef-comp-li
ef-comp-li-ut-estrategias-de-escrita,EF,ut,Estratégias de escrita,ef-comp-li
ef-comp-li-ut-estrategias-de-escrita-escrita-e-pos-escrita,EF,ut,Estratégias de escrita: escrita e pós- escrita,ef-comp-li
ef-comp-li-ut-estrategias-de-escrita-pre-escrita,EF,ut,Estratégias de escrita: pré-escrita,ef-comp-li
ef-comp-li-ut-estrategias-de-escrita-pre-escrita-e-escrita,EF,ut,Estratégias de escrita: pré-escrita e escrita,ef-comp-li
ef-comp-li-ut-estrategias-de-leitura,EF,ut,Estratégias de leitura,ef-comp-li
ef-comp-li-ut-estudo-do-lexico,EF,ut,Estudo do léxico,ef-comp-li
ef-comp-li-ut-gramatica,EF,ut,Gramática,ef-comp-li
ef-comp-li-ut-interacao-discursiva,EF,ut,Interação discursiva,ef-comp-li
ef-comp-li-ut-manifestacoes-culturais,EF,ut,Manifestações culturais,ef-comp-li
ef-comp-li-ut-praticas-de-escrita,EF,ut,Práticas de escrita,ef-comp-li
ef-comp-li-ut-praticas-de-leitura-e-construcao-de-repertorio-lexical,EF,ut,Práticas de leitura e construção de repertório lexical,ef-comp-li
ef-comp-li-ut-praticas-de-leitura-e-fruicao,EF,ut,Práticas de leitura e fruição,ef-comp-li
ef-comp-li-ut-praticas-de-leitura-e-novas-tecnologias,EF,ut,Práticas de leitura e novas tecnologias,ef-comp-li
ef-comp-li-ut-praticas-de-leitura-e-pesquisa,EF,ut,Práticas de leitura e pesquisa,ef-comp-li
ef-comp-li-ut-producao-oral,EF,ut,Produção oral,ef-comp-li
ef-comp-lp-catu-campo-artistico-literario,EF,catu,Campo artístico-literário,ef-comp-lp
ef-comp-lp-catu-campo-da-vida-cotidiana,EF,catu,Campo da vida cotidiana,ef-comp-lp
ef-comp-lp-catu-campo-da-vida-publica,EF,catu,Campo da vida pública,ef-comp-lp
ef-comp-lp-catu-campo-das-praticas-de-estudo-e-pesquisa,EF,catu,Campo das práticas de estudo e pesquisa,ef-comp-lp
ef-comp-lp-catu-campo-de-atuacao-na-vida-publica,EF,catu,Campo de atuação na vida pública,ef-comp-lp
ef-comp-lp-catu-campo-jornalistico-midiatico,EF,catu,Campo jornalístico/midiático,ef-comp-lp
ef-comp-lp-catu-todos-os-campos-de-atuacao,EF,catu,Todos os campos de atuação,ef-comp-lp
ef-comp-lp-oc-adequacao-a-norma-padrao-e-o-uso-adequado-de-ferramentas-de-edicao,EF,oc,adequação à norma-padrão e o uso adequado de ferramentas de edição,ef-comp-lp
ef-comp-lp-oc-adequacao-do-texto-as-normas-de-escrita,EF,oc,Adequação do texto às normas de escrita,ef-comp-lp
ef-comp-lp-oc-adesao-as-praticas-de-leitura,EF,oc,Adesão às práticas de leitura,ef-comp-lp
ef-comp-lp-oc-analise-de-textos-legais-normativos-propositivos-e-reivindicatorios,EF,oc,"Análise de textos legais/normativos, propositivos e reivindicatórios",ef-comp-lp
ef-comp-lp-oc-apreciacao-e-replica,EF,oc,Apreciação e réplica,ef-comp-lp
ef-comp-lp-oc-apreciacao-estetica-estilo,EF,oc,Apreciação estética/Estilo,ef-comp-lp
ef-comp-lp-oc-apreender-o-sentido-geral-dos-textos-apreciacao-e-replica-producao-proposta,EF,oc,Apreender o sentido geral dos textos Apreciação e réplica Produção/Proposta,ef-comp-lp
ef-comp-lp-oc-argumentacao-movimentos-argumentativos-tipos-de-argumento-e-forca-argumentativa,EF,oc,"Argumentação: movimentos argumentativos, tipos de argumento e força argumentativa",ef-comp-lp
ef-comp-lp-oc-aspectos-nao-linguisticos-paralinguisticos-no-ato-da-fala,EF,oc,Aspectos não linguísticos (paralinguísticos) no ato da fala,ef-comp-lp
ef-comp-lp-oc-caracteristicas-da-conversacao-espontanea,EF,oc,Características da conversação espontânea,ef-comp-lp
ef-comp-lp-oc-caracterizacao-do-campo-jornalistico-e-relacao-entre-os-generos-em-circulacao-midias-e-praticas-da-cultura-digital,EF,oc,"Caracterização do campo jornalístico e relação entre os gêneros em circulação, mídias e práticas da cultura digital",ef-comp-lp
ef-comp-lp-oc-coesao,EF,oc,Coesão,ef-comp-lp
ef-comp-lp-oc-coesao-e-articuladores,EF,oc,Coesão e articuladores,ef-comp-lp
ef-comp-lp-oc-compreensao,EF,oc,Compreensão,ef-comp-lp
ef-comp-lp-oc-compreensao-de-textos-orais,EF,oc,Compreensão de textos orais,ef-comp-lp
ef-comp-lp-oc-compreensao-em-leitura,EF,oc,Compreensão em leitura,ef-comp-lp
ef-comp-lp-oc-conhecimento-das-diversas-grafias-do-alfabeto-acentuacao,EF,oc,Conhecimento das diversas grafias do alfabeto/ Acentuação,ef-comp-lp
ef-comp-lp-oc-conhecimento-do-alfabeto-do-portugues-do-brasil,EF,oc,Conhecimento do alfabeto do português do Brasil,ef-comp-lp
ef-comp-lp-oc-conhecimento-do-alfabeto-do-portugues-do-brasil-ordem-alfabetica-polissemia,EF,oc,Conhecimento do alfabeto do português do Brasil/Ordem alfabética/Polissemia,ef-comp-lp
ef-comp-lp-oc-consideracao-das-condicoes-de-producao,EF,oc,Consideração das condições de produção,ef-comp-lp
ef-comp-lp-oc-consideracao-das-condicoes-de-producao-de-textos-de-divulgacao-cientifica,EF,oc,Consideração das condições de produção de textos de divulgação científica,ef-comp-lp
ef-comp-lp-oc-construcao-composicional,EF,oc,Construção composicional,ef-comp-lp
ef-comp-lp-oc-construcao-composicional-e-estilo-generos-de-divulgacao-cientifica,EF,oc,Construção composicional e estilo Gêneros de divulgação científica,ef-comp-lp
ef-comp-lp-oc-construcao-da-textualidade,EF,oc,Construção da textualidade,ef-comp-lp
ef-comp-lp-oc-construcao-da-textualidade-relacao-entre-textos,EF,oc,Construção da textualidade Relação entre textos,ef-comp-lp
ef-comp-lp-oc-construcao-do-sistema-alfabetico,EF,oc,Construção do sistema alfabético,ef-comp-lp
ef-comp-lp-oc-construcao-do-sistema-alfabetico-convencoes-da-escrita,EF,oc,Construção do sistema alfabético/ Convenções da escrita,ef-comp-lp
ef-comp-lp-oc-construcao-do-sistema-alfabetico-e-da-ortografia,EF,oc,Construção do sistema alfabético e da ortografia,ef-comp-lp
ef-comp-lp-oc-construcao-do-sistema-alfabetico-estabelecimento-de-relacoes-anaforicas-na-referenciacao-e-construcao-da-coesao,EF,oc,Construção do sistema alfabético/ Estabelecimento de relações anafóricas na referenciação e construção da coesão,ef-comp-lp
ef-comp-lp-oc-contagem-de-historias,EF,oc,Contagem de histórias,ef-comp-lp
ef-comp-lp-oc-contexto-de-producao-circulacao-e-recepcao-de-textos-e-praticas-relacionadas-a-defesa-de-direitos-e-a-participacao-social,EF,oc,"Contexto de produção, circulação e recepção de textos e práticas relacionadas à defesa de direitos e à participação social",ef-comp-lp
ef-comp-lp-oc-conversacao-espontanea,EF,oc,Conversação espontânea,ef-comp-lp
ef-comp-lp-oc-correspondencia-fonema-grafema,EF,oc,Correspondência fonema-grafema,ef-comp-lp
ef-comp-lp-oc-curadoria-de-informacao,EF,oc,Curadoria de informação,ef-comp-lp
ef-comp-lp-oc-de-sentidos-provocados-pelos-usos-de-recursos-linguisticos-e-multissemioticos,EF,oc,de sentidos provocados pelos usos de recursos linguísticos e multissemióticos,ef-comp-lp
ef-comp-lp-oc-declamacao,EF,oc,Declamação,ef-comp-lp
ef-comp-lp-oc-decodificacao-fluencia-de-leitura,EF,oc,Decodificação/Fluência de leitura,ef-comp-lp
ef-comp-lp-oc-discurso-direto-e-indireto,EF,oc,Discurso direto e indireto,ef-comp-lp
ef-comp-lp-oc-discussao-oral,EF,oc,Discussão oral,ef-comp-lp
ef-comp-lp-oc-edicao-de-textos,EF,oc,Edição de textos,ef-comp-lp
ef-comp-lp-oc-efeito-de-sentido,EF,oc,Efeito de sentido,ef-comp-lp
ef-comp-lp-oc-efeitos-de-sentido,EF,oc,Efeitos de sentido,ef-comp-lp
ef-comp-lp-oc-efeitos-de-sentido-exploracao-da-multissemiose,EF,oc,Efeitos de sentido Exploração da multissemiose,ef-comp-lp
ef-comp-lp-oc-efeitos-de-sentidos-provocados-pelos-usos-de-recursos-linguisticos-e-multissemioticos,EF,oc,Efeitos de sentidos provocados pelos usos de recursos linguísticos e multissemióticos,ef-comp-lp
ef-comp-lp-oc-elementos-notacionais-da-escrita,EF,oc,Elementos notacionais da escrita,ef-comp-lp
ef-comp-lp-oc-elementos-notacionais-da-escrita-morfossintaxe,EF,oc,Elementos notacionais da escrita/morfossintaxe,ef-comp-lp
ef-comp-lp-oc-elementos-paralinguisticos-e-cinesicos-apresentacoes-orais,EF,oc,Elementos paralinguísticos e cinésicos Apresentações orais,ef-comp-lp
ef-comp-lp-oc-escrita-autonoma,EF,oc,Escrita autônoma,ef-comp-lp
ef-comp-lp-oc-escrita-autonoma-e-compartilhada,EF,oc,Escrita autônoma e compartilhada,ef-comp-lp
ef-comp-lp-oc-escrita-colaborativa,EF,oc,Escrita colaborativa,ef-comp-lp
ef-comp-lp-oc-escrita-compartilhada,EF,oc,Escrita compartilhada,ef-comp-lp
ef-comp-lp-oc-escuta,EF,oc,Escuta,ef-comp-lp
ef-comp-lp-oc-escuta-atenta,EF,oc,Escuta atenta,ef-comp-lp
ef-comp-lp-oc-escuta-de-textos-orais,EF,oc,Escuta de textos orais,ef-comp-lp
ef-comp-lp-oc-estilo,EF,oc,Estilo,ef-comp-lp
ef-comp-lp-oc-estrategia-de-leitura,EF,oc,Estratégia de leitura,ef-comp-lp
ef-comp-lp-oc-estrategia-de-leitura-apreender-os-sentidos-globais-do-texto,EF,oc,Estratégia de leitura: apreender os sentidos globais do texto,ef-comp-lp
ef-comp-lp-oc-estrategia-de-leitura-distincao-de-fato-e-opiniao,EF,oc,Estratégia de leitura Distinção de fato e opinião,ef-comp-lp
ef-comp-lp-oc-estrategia-de-leitura-identificacao-de-teses-e-argumentos,EF,oc,Estratégia de leitura: identificação de teses e argumentos,ef-comp-lp
ef-comp-lp-oc-estrategia-de-producao-planejamento-de-textos-argumentativos-e-apreciativos,EF,oc,Estratégia de produção: planejamento de textos argumentativos e apreciativos,ef-comp-lp
ef-comp-lp-oc-estrategia-de-producao-planejamento-de-textos-informativos,EF,oc,Estratégia de produção: planejamento de textos informativos,ef-comp-lp
ef-comp-lp-oc-estrategia-de-producao-planejamento-de-textos-reivindicatorios-ou-propositivos,EF,oc,Estratégia de produção: planejamento de textos reivindicatórios ou propositivos,ef-comp-lp
ef-comp-lp-oc-estrategia-de-producao-textualizacao-de-textos-informativos,EF,oc,Estratégia de produção: textualização de textos informativos,ef-comp-lp
ef-comp-lp-oc-estrategias-de-escrita,EF,oc,Estratégias de escrita,ef-comp-lp
ef-comp-lp-oc-estrategias-de-escrita-textualizacao-revisao-e-edicao,EF,oc,"Estratégias de escrita: textualização, revisão e edição",ef-comp-lp
ef-comp-lp-oc-estrategias-de-leitura-apreciacao-e-replica,EF,oc,Estratégias de leitura Apreciação e réplica,ef-comp-lp
ef-comp-lp-oc-estrategias-de-producao,EF,oc,Estratégias de produção,ef-comp-lp
ef-comp-lp-oc-estrategias-de-producao-planejamento-de-textos-argumentativos-e-apreciativos,EF,oc,Estratégias de produção: planejamento de textos argumentativos e apreciativos,ef-comp-lp
ef-comp-lp-oc-estrategias-de-producao-planejamento-de-textos-informativos,EF,oc,Estratégias de produção: planejamento de textos informativos,ef-comp-lp
ef-comp-lp-oc-estrategias-de-producao-planejamento-e-participacao-em-debates-regrados,EF,oc,Estratégias de produção: planejamento e participação em debates regrados,ef-comp-lp
ef-comp-lp-oc-estrategias-de-producao-planejamento-e-producao-de-apresentacoes-orais,EF,oc,Estratégias de produção: planejamento e produção de apresentações orais,ef-comp-lp
ef-comp-lp-oc-estrategias-de-producao-planejamento-realizacao-e-edicao-de-entrevistas-orais,EF,oc,"Estratégias de produção: planejamento, realização e edição de entrevistas orais",ef-comp-lp
ef-comp-lp-oc-estrategias-de-producao-planejamento-textualizacao-e-revisao-edicao,EF,oc,"Estratégias de produção: planejamento, textualização e revisão/edição",ef-comp-lp
ef-comp-lp-oc-estrategias-de-producao-planejamento-textualizacao-revisao-e-edicao-de-textos-publicitarios,EF,oc,"Estratégias de produção: planejamento, textualização, revisão e edição de textos publicitários",ef-comp-lp
ef-comp-lp-oc-estrategias-e-procedimentos-de-leitura-em-textos-legais-e-normativos,EF,oc,Estratégias e procedimentos de leitura em textos legais e normativos,ef-comp-lp
ef-comp-lp-oc-estrategias-e-procedimentos-de-leitura-em-textos-reivindicatorios-ou-propositivos,EF,oc,Estratégias e procedimentos de leitura em textos reivindicatórios ou propositivos,ef-comp-lp
ef-comp-lp-oc-estrategias-e-procedimentos-de-leitura-relacao-do-verbal-com-outras-semioses,EF,oc,Estratégias e procedimentos de leitura Relação do verbal com outras semioses,ef-comp-lp
ef-comp-lp-oc-estrategias-procedimentos-de-leitura-em-textos-reivindicatorios-ou-propositivos,EF,oc,"Estratégias, procedimentos de leitura em textos reivindicatórios ou propositivos",ef-comp-lp
ef-comp-lp-oc-exposicao-oral,EF,oc,Exposição oral,ef-comp-lp
ef-comp-lp-oc-figuras-de-linguagem,EF,oc,Figuras de linguagem,ef-comp-lp
ef-comp-lp-oc-fono-ortografia,EF,oc,Fono-ortografia,ef-comp-lp
ef-comp-lp-oc-forma-de-composicao-de-generos-orais,EF,oc,Forma de composição de gêneros orais,ef-comp-lp
ef-comp-lp-oc-forma-de-composicao-de-textos-dramaticos,EF,oc,Forma de composição de textos dramáticos,ef-comp-lp
ef-comp-lp-oc-forma-de-composicao-de-textos-poeticos,EF,oc,Forma de composição de textos poéticos,ef-comp-lp
ef-comp-lp-oc-forma-de-composicao-de-textos-poeticos-visuais,EF,oc,Forma de composição de textos poéticos visuais,ef-comp-lp
ef-comp-lp-oc-forma-de-composicao-do-texto,EF,oc,Forma de composição do texto,ef-comp-lp
ef-comp-lp-oc-forma-de-composicao-dos-textos,EF,oc,Forma de composição dos textos,ef-comp-lp
ef-comp-lp-oc-forma-de-composicao-dos-textos-adequacao-do-texto-as-normas-de-escrita,EF,oc,Forma de composição dos textos/Adequação do texto às normas de escrita,ef-comp-lp
ef-comp-lp-oc-formacao-de-leitor,EF,oc,Formação de leitor,ef-comp-lp
ef-comp-lp-oc-formacao-do-leitor-literario,EF,oc,Formação do leitor literário,ef-comp-lp
ef-comp-lp-oc-formacao-do-leitor-literario-leitura-multissemiotica,EF,oc,Formação do leitor literário/Leitura multissemiótica,ef-comp-lp
ef-comp-lp-oc-formas-de-composicao-de-narrativas,EF,oc,Formas de composição de narrativas,ef-comp-lp
ef-comp-lp-oc-formas-de-composicao-de-textos-poeticos,EF,oc,Formas de composição de textos poéticos,ef-comp-lp
ef-comp-lp-oc-formas-de-composicao-de-textos-poeticos-visuais,EF,oc,Formas de composição de textos poéticos visuais,ef-comp-lp
ef-comp-lp-oc-imagens-analiticas-em-textos,EF,oc,Imagens analíticas em textos,ef-comp-lp
ef-comp-lp-oc-lei-codigo-estatuto-codigo-regimento-etc,EF,oc,"(Lei, código, estatuto, código, regimento etc.)",ef-comp-lp
ef-comp-lp-oc-leitura-colaborativa-e-autonoma,EF,oc,Leitura colaborativa e autônoma,ef-comp-lp
ef-comp-lp-oc-leitura-de-imagens-em-narrativas-visuais,EF,oc,Leitura de imagens em narrativas visuais,ef-comp-lp
ef-comp-lp-oc-lexico-morfologia,EF,oc,Léxico/morfologia,ef-comp-lp
ef-comp-lp-oc-marcas-linguisticas-intertextualidade,EF,oc,Marcas linguísticas Intertextualidade,ef-comp-lp
ef-comp-lp-oc-modalizacao,EF,oc,Modalização,ef-comp-lp
ef-comp-lp-oc-morfologia,EF,oc,Morfologia,ef-comp-lp
ef-comp-lp-oc-morfologia-morfossintaxe,EF,oc,Morfologia/Morfossintaxe,ef-comp-lp
ef-comp-lp-oc-morfossintaxe,EF,oc,Morfossintaxe,ef-comp-lp
ef-comp-lp-oc-movimentos-argumentativos-e-forca-dos-argumentos,EF,oc,Movimentos argumentativos e força dos argumentos,ef-comp-lp
ef-comp-lp-oc-oralidade-publica-intercambio-conversacional-em-sala-de-aula,EF,oc,Oralidade pública/Intercâmbio conversacional em sala de aula,ef-comp-lp
ef-comp-lp-oc-participacao-em-discussoes-orais-de-temas-controversos-de-interesse-da-turma-e-ou-de-relevancia-social,EF,oc,Participação em discussões orais de temas controversos de interesse da turma e/ou de relevância social,ef-comp-lp
ef-comp-lp-oc-performances-orais,EF,oc,Performances orais,ef-comp-lp
ef-comp-lp-oc-pesquisa,EF,oc,Pesquisa,ef-comp-lp
ef-comp-lp-oc-planejamento-de-texto,EF,oc,Planejamento de texto,ef-comp-lp
ef-comp-lp-oc-planejamento-de-texto-oral,EF,oc,Planejamento de texto oral,ef-comp-lp
ef-comp-lp-oc-planejamento-de-texto-oral-exposicao-oral,EF,oc,Planejamento de texto oral Exposição oral,ef-comp-lp
ef-comp-lp-oc-planejamento-de-texto-progressao-tematica-e-paragrafacao,EF,oc,Planejamento de texto/Progressão temática e paragrafação,ef-comp-lp
ef-comp-lp-oc-planejamento-de-textos-de-pecas-publicitarias-de-campanhas-sociais,EF,oc,Planejamento de textos de peças publicitárias de campanhas sociais,ef-comp-lp
ef-comp-lp-oc-planejamento-e-producao-de-entrevistas-orais,EF,oc,Planejamento e produção de entrevistas orais,ef-comp-lp
ef-comp-lp-oc-planejamento-e-producao-de-texto,EF,oc,Planejamento e produção de texto,ef-comp-lp
ef-comp-lp-oc-planejamento-e-producao-de-textos-jornalisticos-orais,EF,oc,Planejamento e produção de textos jornalísticos orais,ef-comp-lp
ef-comp-lp-oc-pontuacao,EF,oc,Pontuação,ef-comp-lp
ef-comp-lp-oc-procedimentos-de-apoio-a-compreensao-tomada-de-nota,EF,oc,Procedimentos de apoio à compreensão Tomada de nota,ef-comp-lp
