id,etapa,tipo,nome,componente
ef-comp-hi-oc-a-constituicao-de-1988-e-a-emancipacao-das-cidadanias-analfabetos-indigenas-negros-jovens-etc,EF,oc,"A Constituição de 1988 e a emancipação das cidadanias (analfabetos, indígenas, negros, jovens etc.)",ef-comp-hi
ef-comp-hi-oc-a-construcao-da-ideia-de-modernidade-e-seus-impactos-na-concepcao-de-historia,EF,oc,A construção da ideia de modernidade e seus impactos na concepção de História,ef-comp-hi
ef-comp-hi-oc-a-crise-capitalista-de-1929,EF,oc,A crise capitalista de 1929,ef-comp-hi
ef-comp-hi-oc-a-ditadura-civil-militar-e-os-processos-de-resistencia,EF,oc,A ditadura civil-militar e os processos de resistência,ef-comp-hi
ef-comp-hi-oc-a-emergencia-da-vida-urbana-e-a-segregacao-espacial,EF,oc,A emergência da vida urbana e a segregação espacial,ef-comp-hi
ef-comp-hi-oc-a-emergencia-do-capitalismo,EF,oc,A emergência do capitalismo,ef-comp-hi
ef-comp-hi-oc-a-emergencia-do-fascismo-e-do-nazismo,EF,oc,A emergência do fascismo e do nazismo,ef-comp-hi
ef-comp-hi-oc-a-escola-e-a-diversidade-do-grupo-social-envolvido,EF,oc,A escola e a diversidade do grupo social envolvido,ef-comp-hi
ef-comp-hi-oc-a-escola-sua-representacao-espacial-sua-historia-e-seu-papel-na-comunidade,EF,oc,"A escola, sua representação espacial, sua história e seu papel na comunidade",ef-comp-hi
ef-comp-hi-oc-a-escravidao-moderna-e-o-trafico-de-escravizados,EF,oc,A escravidão moderna e o tráfico de escravizados,ef-comp-hi
ef-comp-hi-oc-a-estruturacao-dos-vice-reinos-nas-americas,EF,oc,A estruturação dos vice-reinos nas Américas,ef-comp-hi
ef-comp-hi-oc-a-formacao-e-o-funcionamento-das-monarquias-europeias-a-logica-da-centralizacao-politica-e-os-conflitos-na-europa,EF,oc,A formação e o funcionamento das monarquias europeias: a lógica da centralização política e os conflitos na Europa,ef-comp-hi
ef-comp-hi-oc-a-fragmentacao-do-poder-politico-na-idade-media,EF,oc,A fragmentação do poder político na Idade Média,ef-comp-hi
ef-comp-hi-oc-a-guerra-fria-confrontos-de-dois-modelos-politicos,EF,oc,A Guerra Fria: confrontos de dois modelos políticos,ef-comp-hi
ef-comp-hi-oc-a-historia-recente-do-brasil-transformacoes-politicas-economicas-sociais-e-culturais-de-1989-aos-dias-atuais,EF,oc,"A história recente do Brasil: transformações políticas, econômicas, sociais e culturais de 1989 aos dias atuais",ef-comp-hi
ef-comp-hi-oc-a-ideia-de-novo-mundo-ante-o-mundo-antigo-permanencias-e-rupturas-de-saberes-e-praticas-na-emergencia-do-mundo-moderno,EF,oc,A ideia de “Novo Mundo” ante o Mundo Antigo: permanências e rupturas de saberes e práticas na emergência do mundo moderno,ef-comp-hi
ef-comp-hi-oc-a-invencao-do-comercio-e-a-circulacao-de-produtos,EF,oc,A invenção do comércio e a circulação de produtos,ef-comp-hi
ef-comp-hi-oc-a-lei-de-terras-e-seus-desdobramentos-na-politica-do-segundo-reinado,EF,oc,• A Lei de Terras e seus desdobramentos na política do Segundo Reinado,ef-comp-hi
ef-comp-hi-oc-a-nocao-do-eu-e-do-outro-comunidade-convivencias-e-interacoes-entre-pessoas,EF,oc,"A noção do “Eu” e do “Outro”: comunidade, convivências e interações entre pessoas",ef-comp-hi
ef-comp-hi-oc-a-nocao-do-eu-e-do-outro-registros-de-experiencias-pessoais-e-da-comunidade-no-tempo-e-no-espaco,EF,oc,A noção do “Eu” e do “Outro”: registros de experiências pessoais e da comunidade no tempo e no espaço,ef-comp-hi
ef-comp-hi-oc-a-organizacao-das-nacoes-unidas-onu-e-a-questao-dos-direitos-humanos,EF,oc,A Organização das Nações Unidas (ONU) e a questão dos Direitos Humanos,ef-comp-hi
ef-comp-hi-oc-a-passagem-do-mundo-antigo-para-o-mundo-medieval,EF,oc,A passagem do mundo antigo para o mundo medieval,ef-comp-hi
ef-comp-hi-oc-a-proclamacao-da-republica-e-seus-primeiros-desdobramentos,EF,oc,A proclamação da República e seus primeiros desdobramentos,ef-comp-hi
ef-comp-hi-oc-a-producao-do-imaginario-nacional-brasileiro-cultura-popular-representacoes-visuais-letras-e-o-romantismo-no-brasil,EF,oc,"A produção do imaginário nacional brasileiro: cultura popular, representações visuais, letras e o Romantismo no Brasil",ef-comp-hi
ef-comp-hi-oc-a-producao-dos-marcos-da-memoria-a-cidade-e-o-campo-aproximacoes-e-diferencas,EF,oc,"A produção dos marcos da memória: a cidade e o campo, aproximações e diferenças",ef-comp-hi
ef-comp-hi-oc-a-producao-dos-marcos-da-memoria-formacao-cultural-da-populacao,EF,oc,A produção dos marcos da memória: formação cultural da população,ef-comp-hi
ef-comp-hi-oc-a-producao-dos-marcos-da-memoria-os-lugares-de-memoria-ruas-pracas-escolas-monumentos-museus-etc,EF,oc,"A produção dos marcos da memória: os lugares de memória (ruas, praças, escolas, monumentos, museus etc.)",ef-comp-hi
ef-comp-hi-oc-a-questao-da-insercao-dos-negros-no-periodo-republicano-do-pos-abolicao,EF,oc,A questão da inserção dos negros no período republicano do pós-abolição,ef-comp-hi
ef-comp-hi-oc-a-questao-da-violencia-contra-populacoes-marginalizadas,EF,oc,A questão da violência contra populações marginalizadas,ef-comp-hi
ef-comp-hi-oc-a-questao-do-iluminismo-e-da-ilustracao,EF,oc,A questão do iluminismo e da ilustração,ef-comp-hi
ef-comp-hi-oc-a-questao-do-tempo-sincronias-e-diacronias-reflexoes-sobre-o-sentido-das-cronologias,EF,oc,"A questão do tempo, sincronias e diacronias: reflexões sobre o sentido das cronologias",ef-comp-hi
ef-comp-hi-oc-a-questao-indigena-durante-a-republica-ate-1964,EF,oc,A questão indígena durante a República (até 1964),ef-comp-hi
ef-comp-hi-oc-a-resistencia-dos-povos-e-comunidades-indigenas-diante-da-ofensiva-civilizatoria,EF,oc,A resistência dos povos e comunidades indígenas diante da ofensiva civilizatória,ef-comp-hi
ef-comp-hi-oc-a-revolucao-chinesa-e-as-tensoes-entre-china-e-russia,EF,oc,A Revolução Chinesa e as tensões entre China e Rússia,ef-comp-hi
ef-comp-hi-oc-a-revolucao-cubana-e-as-tensoes-entre-estados-unidos-da-america-e-cuba,EF,oc,A Revolução Cubana e as tensões entre Estados Unidos da América e Cuba,ef-comp-hi
ef-comp-hi-oc-a-revolucao-dos-escravizados-em-sao-domingo-e-seus-multiplos-significados-e-desdobramentos-o-caso-do-haiti,EF,oc,• A revolução dos escravizados em São Domingo e seus múltiplos significados e desdobramentos: o caso do Haiti,ef-comp-hi
ef-comp-hi-oc-a-revolucao-russa,EF,oc,A Revolução Russa,ef-comp-hi
ef-comp-hi-oc-a-segunda-guerra-mundial,EF,oc,A Segunda Guerra Mundial,ef-comp-hi
ef-comp-hi-oc-a-sobrevivencia-e-a-relacao-com-a-natureza,EF,oc,A sobrevivência e a relação com a natureza,ef-comp-hi
ef-comp-hi-oc-a-tutela-da-populacao-indigena-a-escravidao-dos-negros-e-a-tutela-dos-egressos-da-escravidao,EF,oc,"A tutela da população indígena, a escravidão dos negros e a tutela dos egressos da escravidão",ef-comp-hi
ef-comp-hi-oc-a-vida-em-casa-a-vida-na-escola-e-formas-de-representacao-social-e-espacial-os-jogos-e-brincadeiras-como-forma-de-interacao-social-e-espacial,EF,oc,"A vida em casa, a vida na escola e formas de representação social e espacial: os jogos e brincadeiras como forma de interação social e espacial",ef-comp-hi
ef-comp-hi-oc-a-vida-em-familia-diferentes-configuracoes-e-vinculos,EF,oc,A vida em família: diferentes configurações e vínculos,ef-comp-hi
ef-comp-hi-oc-anarquismo-e-protagonismo-feminino,EF,oc,Anarquismo e protagonismo feminino,ef-comp-hi
ef-comp-hi-oc-as-descobertas-cientificas-e-a-expansao-maritima,EF,oc,As descobertas científicas e a expansão marítima,ef-comp-hi
ef-comp-hi-oc-as-diferentes-formas-de-organizacao-da-familia-e-da-comunidade-os-vinculos-pessoais-e-as-relacoes-de-amizade,EF,oc,As diferentes formas de organização da família e da comunidade: os vínculos pessoais e as relações de amizade,ef-comp-hi
ef-comp-hi-oc-as-diferentes-formas-de-organizacao-politica-na-africa-reinos-imperios-cidades-estados-e-sociedades-linhageiras-ou-aldeias,EF,oc,"As diferentes formas de organização política na África: reinos, impérios, cidades-estados e sociedades linhageiras ou aldeias",ef-comp-hi
ef-comp-hi-oc-as-dinamicas-internas-de-migracao-no-brasil-a-partir-dos-anos-1960,EF,oc,As dinâmicas internas de migração no Brasil a partir dos anos 1960,ef-comp-hi
ef-comp-hi-oc-as-experiencias-ditatoriais-na-america-latina,EF,oc,As experiências ditatoriais na América Latina,ef-comp-hi
ef-comp-hi-oc-as-fases-da-vida-e-a-ideia-de-temporalidade-passado-presente-futuro,EF,oc,"As fases da vida e a ideia de temporalidade (passado, presente, futuro)",ef-comp-hi
ef-comp-hi-oc-as-fontes-relatos-orais-objetos-imagens-pinturas-fotografias-videos-musicas-escrita-tecnologias-digitais-de-informacao-e-comunicacao-e-inscricoes-nas-paredes-ruas-e-espacos-sociais,EF,oc,"As fontes: relatos orais, objetos, imagens (pinturas, fotografias, vídeos), músicas, escrita, tecnologias digitais de informação e comunicação e inscrições nas paredes, ruas e espaços sociais",ef-comp-hi
ef-comp-hi-oc-as-formas-de-organizacao-das-sociedades-amerindias,EF,oc,As formas de organização das sociedades ameríndias,ef-comp-hi
ef-comp-hi-oc-as-formas-de-organizacao-social-e-politica-a-nocao-de-estado,EF,oc,As formas de organização social e política: a noção de Estado,ef-comp-hi
ef-comp-hi-oc-as-guerras-mundiais-a-crise-do-colonialismo-e-o-advento-dos-nacionalismos-africanos-e-asiaticos,EF,oc,"As guerras mundiais, a crise do colonialismo e o advento dos nacionalismos africanos e asiáticos",ef-comp-hi
ef-comp-hi-oc-as-logicas-internas-das-sociedades-africanas,EF,oc,As lógicas internas das sociedades africanas,ef-comp-hi
ef-comp-hi-oc-as-logicas-mercantis-e-o-dominio-europeu-sobre-os-mares-e-o-contraponto-oriental,EF,oc,As lógicas mercantis e o domínio europeu sobre os mares e o contraponto Oriental,ef-comp-hi
ef-comp-hi-oc-as-nocoes-de-cidadania-e-politica-na-grecia-e-em-roma,EF,oc,As noções de cidadania e política na Grécia e em Roma,ef-comp-hi
ef-comp-hi-oc-as-origens-da-humanidade-seus-deslocamentos-e-os-processos-de-sedentarizacao,EF,oc,"As origens da humanidade, seus deslocamentos e os processos de sedentarização",ef-comp-hi
ef-comp-hi-oc-as-pautas-dos-povos-indigenas-no-seculo-xxi-e-suas-formas-de-insercao-no-debate-local-regional-nacional-e-internacional,EF,oc,"As pautas dos povos indígenas no século XXI e suas formas de inserção no debate local, regional, nacional e internacional",ef-comp-hi
ef-comp-hi-oc-as-questoes-indigena-e-negra-e-a-ditadura,EF,oc,As questões indígena e negra e a ditadura,ef-comp-hi
ef-comp-hi-oc-as-revolucoes-inglesas-e-os-principios-do-liberalismo,EF,oc,As revoluções inglesas e os princípios do liberalismo,ef-comp-hi
ef-comp-hi-oc-as-rotas-terrestres-fluviais-e-maritimas-e-seus-impactos-para-a-formacao-de-cidades-e-as-transformacoes-do-meio-natural,EF,oc,"As rotas terrestres, fluviais e marítimas e seus impactos para a formação de cidades e as transformações do meio natural",ef-comp-hi
ef-comp-hi-oc-as-tradicoes-orais-e-a-valorizacao-da-memoria,EF,oc,As tradições orais e a valorização da memória,ef-comp-hi
ef-comp-hi-oc-brasil-primeiro-reinado,EF,oc,Brasil: Primeiro Reinado,ef-comp-hi
ef-comp-hi-oc-cidadania-diversidade-cultural-e-respeito-as-diferencas-sociais-culturais-e-historicas,EF,oc,"Cidadania, diversidade cultural e respeito às diferenças sociais, culturais e históricas",ef-comp-hi
ef-comp-hi-oc-contestacoes-e-dinamicas-da-vida-cultural-no-brasil-entre-1900-e-1930,EF,oc,Contestações e dinâmicas da vida cultural no Brasil entre 1900 e 1930,ef-comp-hi
ef-comp-hi-oc-dominios-e-expansao-das-culturas-grega-e-romana,EF,oc,• Domínios e expansão das culturas grega e romana,ef-comp-hi
ef-comp-hi-oc-escravidao-e-trabalho-livre-em-diferentes-temporalidades-e-espacos-roma-antiga-europa-medieval-e-africa,EF,oc,"Escravidão e trabalho livre em diferentes temporalidades e espaços (Roma Antiga, Europa medieval e África)",ef-comp-hi
ef-comp-hi-oc-experiencias-republicanas-e-praticas-autoritarias-as-tensoes-e-disputas-do-mundo-contemporaneo,EF,oc,Experiências republicanas e práticas autoritárias: as tensões e disputas do mundo contemporâneo,ef-comp-hi
ef-comp-hi-oc-formas-de-registrar-e-narrar-historias-marcos-de-memoria-materiais-e-imateriais,EF,oc,Formas de registrar e narrar histórias (marcos de memória materiais e imateriais),ef-comp-hi
ef-comp-hi-oc-formas-de-registro-da-historia-e-da-producao-do-conhecimento-historico,EF,oc,Formas de registro da história e da produção do conhecimento histórico,ef-comp-hi
ef-comp-hi-oc-humanismos-uma-nova-visao-de-ser-humano-e-de-mundo,EF,oc,Humanismos: uma nova visão de ser humano e de mundo,ef-comp-hi
ef-comp-hi-oc-independencia-dos-estados-unidos-da-america,EF,oc,Independência dos Estados Unidos da América,ef-comp-hi
ef-comp-hi-oc-independencias-na-america-espanhola,EF,oc,Independências na América espanhola,ef-comp-hi
ef-comp-hi-oc-judeus-e-outras-vitimas-do-holocausto,EF,oc,Judeus e outras vítimas do holocausto,ef-comp-hi
ef-comp-hi-oc-logicas-comerciais-na-antiguidade-romana-e-no-mundo-medieval,EF,oc,Lógicas comerciais na Antiguidade romana e no mundo medieval,ef-comp-hi
ef-comp-hi-oc-nacionalismo-revolucoes-e-as-novas-nacoes-europeias,EF,oc,"Nacionalismo, revoluções e as novas nações europeias",ef-comp-hi
ef-comp-hi-oc-o-brasil-da-era-jk-e-o-ideal-de-uma-nacao-moderna-a-urbanizacao-e-seus-desdobramentos-em-um-pais-em-transformacao,EF,oc,O Brasil da era JK e o ideal de uma nação moderna: a urbanização e seus desdobramentos em um país em transformação,ef-comp-hi
ef-comp-hi-oc-o-brasil-do-segundo-reinado-politica-e-economia,EF,oc,O Brasil do Segundo Reinado: política e economia,ef-comp-hi
ef-comp-hi-oc-o-brasil-e-suas-relacoes-internacionais-na-era-da-globalizacao,EF,oc,O Brasil e suas relações internacionais na era da globalização,ef-comp-hi
ef-comp-hi-oc-o-colonialismo-na-africa,EF,oc,O colonialismo na África,ef-comp-hi
ef-comp-hi-oc-o-discurso-civilizatorio-nas-americas-o-silenciamento-dos-saberes-indigenas-e-as-formas-de-integracao-e-destruicao-de-comunidades-e-povos-indigenas,EF,oc,"O discurso civilizatório nas Américas, o silenciamento dos saberes indígenas e as formas de integração e destruição de comunidades e povos indígenas",ef-comp-hi
ef-comp-hi-oc-o-escravismo-no-brasil-do-seculo-xix-plantations-e-revoltas-de-escravizados-abolicionismo-e-politicas-migratorias-no-brasil-imperial,EF,oc,"O escravismo no Brasil do século XIX: plantations e revoltas de escravizados, abolicionismo e políticas migratórias no Brasil Imperial",ef-comp-hi
ef-comp-hi-oc-o-eu-o-outro-e-os-diferentes-grupos-sociais-e-etnicos-que-compoem-a-cidade-e-os-municipios-os-desafios-sociais-culturais-e-ambientais-do-lugar-onde-vive,EF,oc,"O “Eu”, o “Outro” e os diferentes grupos sociais e étnicos que compõem a cidade e os municípios: os desafios sociais, culturais e ambientais do lugar onde vive",ef-comp-hi
ef-comp-hi-oc-o-fim-da-guerra-fria-e-o-processo-de-globalizacao,EF,oc,O fim da Guerra Fria e o processo de globalização,ef-comp-hi
ef-comp-hi-oc-o-imperialismo-europeu-e-a-partilha-da-africa-e-da-asia,EF,oc,O imperialismo europeu e a partilha da África e da Ásia,ef-comp-hi
ef-comp-hi-oc-o-mediterraneo-como-espaco-de-interacao-entre-as-sociedades-da-europa-da-africa-e-do-oriente-medio,EF,oc,"O Mediterrâneo como espaço de interação entre as sociedades da Europa, da África e do Oriente Médio",ef-comp-hi
ef-comp-hi-oc-o-mundo-da-tecnologia-a-integracao-de-pessoas-e-as-exclusoes-sociais-e-culturais,EF,oc,O mundo da tecnologia: a integração de pessoas e as exclusões sociais e culturais,ef-comp-hi
ef-comp-hi-oc-o-mundo-em-conflito-a-primeira-guerra-mundial-a-questao-da-palestina,EF,oc,O mundo em conflito: a Primeira Guerra Mundial A questão da Palestina,ef-comp-hi
ef-comp-hi-oc-o-ocidente-classico-aspectos-da-cultura-na-grecia-e-em-roma,EF,oc,O Ocidente Clássico: aspectos da cultura na Grécia e em Roma,ef-comp-hi
ef-comp-hi-oc-o-papel-da-mulher-na-grecia-e-em-roma-e-no-periodo-medieval,EF,oc,"O papel da mulher na Grécia e em Roma, e no período medieval",ef-comp-hi
ef-comp-hi-oc-o-papel-da-religiao-crista-dos-mosteiros-e-da-cultura-na-idade-media,EF,oc,"O papel da religião cristã, dos mosteiros e da cultura na Idade Média",ef-comp-hi
ef-comp-hi-oc-o-papel-das-religioes-e-da-cultura-para-a-formacao-dos-povos-antigos,EF,oc,O papel das religiões e da cultura para a formação dos povos antigos,ef-comp-hi
ef-comp-hi-oc-o-passado-e-o-presente-a-nocao-de-permanencia-e-as-lentas-transformacoes-sociais-e-culturais,EF,oc,O passado e o presente: a noção de permanência e as lentas transformações sociais e culturais,ef-comp-hi
ef-comp-hi-oc-o-periodo-regencial-e-as-contestacoes-ao-poder-central,EF,oc,O Período Regencial e as contestações ao poder central,ef-comp-hi
ef-comp-hi-oc-o-periodo-varguista-e-suas-contradicoes,EF,oc,O período varguista e suas contradições,ef-comp-hi
ef-comp-hi-oc-o-processo-de-redemocratizacao,EF,oc,O processo de redemocratização,ef-comp-hi
ef-comp-hi-oc-o-que-forma-um-povo-do-nomadismo-aos-primeiros-povos-sedentarizados,EF,oc,O que forma um povo: do nomadismo aos primeiros povos sedentarizados,ef-comp-hi
ef-comp-hi-oc-o-surgimento-da-escrita-e-a-nocao-de-fonte-para-a-transmissao-de-saberes-culturas-e-historias,EF,oc,"O surgimento da escrita e a noção de fonte para a transmissão de saberes, culturas e histórias",ef-comp-hi
ef-comp-hi-oc-o-surgimento-da-especie-humana-no-continente-africano-e-sua-expansao-pelo-mundo,EF,oc,O surgimento da espécie humana no continente africano e sua expansão pelo mundo,ef-comp-hi
ef-comp-hi-oc-o-tempo-como-medida,EF,oc,O tempo como medida,ef-comp-hi
ef-comp-hi-oc-o-trabalhismo-e-seu-protagonismo-politico,EF,oc,O trabalhismo e seu protagonismo político,ef-comp-hi
ef-comp-hi-oc-os-anos-1960-revolucao-cultural,EF,oc,Os anos 1960: revolução cultural?,ef-comp-hi
ef-comp-hi-oc-os-caminhos-ate-a-independencia-do-brasil,EF,oc,Os caminhos até a independência do Brasil,ef-comp-hi
ef-comp-hi-oc-os-conflitos-do-seculo-xxi-e-a-questao-do-terrorismo,EF,oc,Os conflitos do século XXI e a questão do terrorismo,ef-comp-hi
ef-comp-hi-oc-os-estados-unidos-da-america-e-a-america-latina-no-seculo-xix,EF,oc,Os Estados Unidos da América e a América Latina no século XIX,ef-comp-hi
ef-comp-hi-oc-os-movimentos-sociais-e-a-imprensa-negra-a-cultura-afro-brasileira-como-elemento-de-resistencia-e-superacao-das-discriminacoes,EF,oc,Os movimentos sociais e a imprensa negra; a cultura afro-brasileira como elemento de resistência e superação das discriminações,ef-comp-hi
ef-comp-hi-oc-os-patrimonios-historicos-e-culturais-da-cidade-e-ou-do-municipio-em-que-vive,EF,oc,Os patrimônios históricos e culturais da cidade e/ou do município em que vive,ef-comp-hi
ef-comp-hi-oc-os-patrimonios-materiais-e-imateriais-da-humanidade,EF,oc,Os patrimônios materiais e imateriais da humanidade,ef-comp-hi
ef-comp-hi-oc-os-povos-indigenas-originarios-do-atual-territorio-brasileiro-e-seus-habitos-culturais-e-sociais,EF,oc,Os povos indígenas originários do atual território brasileiro e seus hábitos culturais e sociais,ef-comp-hi
ef-comp-hi-oc-os-processos-de-descolonizacao-na-africa-e-na-asia,EF,oc,Os processos de descolonização na África e na Ásia,ef-comp-hi
ef-comp-hi-oc-os-processos-migratorios-do-final-do-seculo-xix-e-inicio-do-seculo-xx-no-brasil,EF,oc,Os processos migratórios do final do século XIX e início do século XX no Brasil,ef-comp-hi
ef-comp-hi-oc-os-processos-migratorios-para-a-formacao-do-brasil-os-grupos-indigenas-a-presenca-portuguesa-e-a-diaspora-forcada-dos-africanos,EF,oc,"Os processos migratórios para a formação do Brasil: os grupos indígenas, a presença portuguesa e a diáspora forçada dos africanos",ef-comp-hi
ef-comp-hi-oc-os-protagonismos-da-sociedade-civil-e-as-alteracoes-da-sociedade-brasileira,EF,oc,Os protagonismos da sociedade civil e as alterações da sociedade brasileira,ef-comp-hi
ef-comp-hi-oc-pensamento-e-cultura-no-seculo-xix-darwinismo-e-racismo,EF,oc,Pensamento e cultura no século XIX: darwinismo e racismo,ef-comp-hi
ef-comp-hi-oc-pluralidades-e-diversidades-identitarias-na-atualidade,EF,oc,Pluralidades e diversidades identitárias na atualidade,ef-comp-hi
ef-comp-hi-oc-politicas-de-exterminio-do-indigena-durante-o-imperio,EF,oc,Políticas de extermínio do indígena durante o Império,ef-comp-hi
ef-comp-hi-oc-politicas-economicas-na-america-latina,EF,oc,Políticas econômicas na América Latina,ef-comp-hi
ef-comp-hi-oc-povos-da-antiguidade-na-africa-egipcios-no-oriente-medio-mesopotamicos-e-nas-americas-pre-colombianos,EF,oc,"Povos da Antiguidade na África (egípcios), no Oriente Médio (mesopotâmicos) e nas Américas (pré-colombianos)",ef-comp-hi
ef-comp-hi-oc-primeira-republica-e-suas-caracteristicas,EF,oc,Primeira República e suas características,ef-comp-hi
ef-comp-hi-oc-rebelioes-na-america-portuguesa-as-conjuracoes-mineira-e-baiana,EF,oc,Rebeliões na América portuguesa: as conjurações mineira e baiana,ef-comp-hi
ef-comp-hi-oc-reformas-religiosas-a-cristandade-fragmentada,EF,oc,Reformas religiosas: a cristandade fragmentada,ef-comp-hi
ef-comp-hi-oc-renascimentos-artisticos-e-culturais,EF,oc,Renascimentos artísticos e culturais,ef-comp-hi
ef-comp-hi-oc-resistencias-indigenas-invasoes-e-expansao-na-america-portuguesa,EF,oc,"Resistências indígenas, invasões e expansão na América portuguesa",ef-comp-hi
ef-comp-hi-oc-revolucao-francesa-e-seus-desdobramentos,EF,oc,Revolução Francesa e seus desdobramentos,ef-comp-hi
ef-comp-hi-oc-revolucao-industrial-e-seus-impactos-na-producao-e-circulacao-de-povos-produtos-e-culturas,EF,oc,"Revolução Industrial e seus impactos na produção e circulação de povos, produtos e culturas",ef-comp-hi
ef-comp-hi-oc-saberes-dos-povos-africanos-e-pre-colombianos-expressos-na-cultura-material-e-imaterial,EF,oc,Saberes dos povos africanos e pré-colombianos expressos na cultura material e imaterial,ef-comp-hi
ef-comp-hi-oc-senhores-e-servos-no-mundo-antigo-e-no-medieval,EF,oc,Senhores e servos no mundo antigo e no medieval,ef-comp-hi
ef-comp-hi-oc-significados-do-conceito-de-imperio-e-as-logicas-de-conquista-conflito-e-negociacao-dessa-forma-de-organizacao-politica,EF,oc,"• Significados do conceito de “império” e as lógicas de conquista, conflito e negociação dessa forma de organização política",ef-comp-hi
ef-comp-hi-oc-territorios-e-fronteiras-a-guerra-do-paraguai,EF,oc,• Territórios e fronteiras: a Guerra do Paraguai,ef-comp-hi
ef-comp-hi-oc-uma-nova-ordem-economica-as-demandas-do-capitalismo-industrial-e-o-lugar-das-economias-africanas-e-asiaticas-nas-dinamicas-globais,EF,oc,Uma nova ordem econômica: as demandas do capitalismo industrial e o lugar das economias africanas e asiáticas nas dinâmicas globais,ef-comp-hi
ef-comp-hi-ut-a-comunidade-e-seus-registros,EF,ut,A comunidade e seus registros,ef-comp-hi
ef-comp-hi-ut-a-historia-recente,EF,ut,A história recente,ef-comp-hi
ef-comp-hi-ut-a-invencao-do-mundo-classico-e-o-contraponto-com-outras-sociedades,EF,ut,A invenção do mundo clássico e o contraponto com outras sociedades,ef-comp-hi
ef-comp-hi-ut-a-nocao-de-espaco-publico-e-privado,EF,ut,A noção de espaço público e privado,ef-comp-hi
ef-comp-hi-ut-a-organizacao-do-poder-e-as-dinamicas-do-mundo-colonial-americano,EF,ut,A organização do poder e as dinâmicas do mundo colonial americano,ef-comp-hi
ef-comp-hi-ut-as-formas-de-registrar-as-experiencias-da-comunidade,EF,ut,As formas de registrar as experiências da comunidade,ef-comp-hi
ef-comp-hi-ut-as-pessoas-e-os-grupos-que-compoem-a-cidade-e-o-municipio,EF,ut,As pessoas e os grupos que compõem a cidade e o município,ef-comp-hi
ef-comp-hi-ut-as-questoes-historicas-relativas-as-migracoes,EF,ut,As questões históricas relativas às migrações,ef-comp-hi
ef-comp-hi-ut-circulacao-de-pessoas-produtos-e-culturas,EF,ut,"Circulação de pessoas, produtos e culturas",ef-comp-hi
ef-comp-hi-ut-configuracoes-do-mundo-no-seculo-xix,EF,ut,Configurações do mundo no século XIX,ef-comp-hi
ef-comp-hi-ut-historia-tempo-espaco-e-formas-de-registros,EF,ut,"História: tempo, espaço e formas de registros",ef-comp-hi
ef-comp-hi-ut-humanismos-renascimentos-e-o-novo-mundo,EF,ut,"Humanismos, Renascimentos e o Novo Mundo",ef-comp-hi
ef-comp-hi-ut-logicas-comerciais-e-mercantis-da-modernidade,EF,ut,Lógicas comerciais e mercantis da modernidade,ef-comp-hi
ef-comp-hi-ut-logicas-de-organizacao-politica,EF,ut,Lógicas de organização política,ef-comp-hi
ef-comp-hi-ut-modernizacao-ditadura-civil-militar-e-redemocratizacao-o-brasil-apos-1946,EF,ut,"Modernização, ditadura civil-militar e redemocratização: o Brasil após 1946",ef-comp-hi
ef-comp-hi-ut-mundo-pessoal-eu-meu-grupo-social-e-meu-tempo,EF,ut,"Mundo pessoal: eu, meu grupo social e meu tempo",ef-comp-hi
ef-comp-hi-ut-mundo-pessoal-meu-lugar-no-mundo,EF,ut,Mundo pessoal: meu lugar no mundo,ef-comp-hi
ef-comp-hi-ut-o-brasil-no-seculo-xix,EF,ut,O Brasil no século XIX,ef-comp-hi
ef-comp-hi-ut-o-lugar-em-que-vive,EF,ut,O lugar em que vive,ef-comp-hi
ef-comp-hi-ut-o-mundo-contemporaneo-o-antigo-regime-em-crise,EF,ut,O mundo contemporâneo: o Antigo Regime em crise,ef-comp-hi
ef-comp-hi-ut-o-mundo-moderno-e-a-conexao-entre-sociedades-africanas-americanas-e-europeias,EF,ut,"O mundo moderno e a conexão entre sociedades africanas, americanas e europeias",ef-comp-hi
ef-comp-hi-ut-o-nascimento-da-republica-no-brasil-e-os-processos-historicos-ate-a-metade-do-seculo-xx,EF,ut,O nascimento da República no Brasil e os processos históricos até a metade do século XX,ef-comp-hi
ef-comp-hi-ut-o-trabalho-e-a-sustentabilidade-na-comunidade,EF,ut,O trabalho e a sustentabilidade na comunidade,ef-comp-hi
ef-comp-hi-ut-os-processos-de-independencia-nas-americas,EF,ut,Os processos de independência nas Américas,ef-comp-hi
ef-comp-hi-ut-povos-e-culturas-meu-lugar-no-mundo-e-meu-grupo-social,EF,ut,Povos e culturas: meu lugar no mundo e meu grupo social,ef-comp-hi
ef-comp-hi-ut-registros-da-historia-linguagens-e-culturas,EF,ut,Registros da história: linguagens e culturas,ef-comp-hi
ef-comp-hi-ut-totalitarismos-e-conflitos-mundiais,EF,ut,Totalitarismos e conflitos mundiais,ef-comp-hi
ef-comp-hi-ut-trabalho-e-formas-de-organizacao-social-e-cultural,EF,ut,Trabalho e formas de organização social e cultural,ef-comp-hi
ef-comp-hi-ut-transformacoes-e-permanencias-nas-trajetorias-dos-grupos-humanos,EF,ut,Transformações e permanências nas trajetórias dos grupos humanos,ef-comp-hi
ef-comp-li-eixo-eixo-conhecimentos-linguisticos,EF,eixo,Eixo conhecimentos linguísticos,ef-comp-li
